Air Temprature,Atmospresure station,Atmospresure sea,Relative humidity,mean wind speed,Min Temprature,Maximum Temprature ,Horizontol Visibility ,Dew Pount Temprature,Class
7.2,751.5,764.2,97,2,7.2,13.3,16,6.7,Rain
8.9,746,758.6,74,6,6.7,10,16,4.4,Rain
8.3,747.7,760.3,83,3,7.8,12.8,16,5.6,Rain
6.1,747,759.9,89,5,6.1,12.2,16,4.4,Rain
8.9,751.5,764.2,89,6,8.9,14.4,16,7.2,Rain
8.3,753.8,766.5,54,3,7.8,20,16,-0.6,Rain
7.8,749.2,762.1,89,4,7.8,12.8,16,6.1,Rain
9.4,738.2,750.9,83,5,5.6,11.1,14,6.7,Rain
7.8,739.5,752,83,2,5.6,7.8,14,5,Rain
7.2,741,753.6,86,6,7.2,13.3,16,5,Rain
10.6,751.3,764.1,46,7,7.2,11.1,16,-0.6,Rain
5,741,753.7,67,4,4.4,7.2,16,-0.6,Rain
5,752.5,765.4,93,4,5,6.7,16,3.9,Rain
4.4,753,765.9,89,2,2.8,5.6,16,2.8,Rain
7.8,746,758.8,77,6,5,8.3,16,3.9,Rain
4.4,744,756.7,86,5,4.4,11.1,16,2.2,Rain
10,748.5,761.2,86,3,7.8,12.2,11,7.8,Rain
2.8,751.5,764.4,89,2,-0.5,3.9,16,1.1,Rain
6.7,754.3,767.2,83,0,4.4,6.7,12,3.9,Rain
7.2,745.5,758.4,86,7,7.2,11.1,16,5,Rain
6.7,759.3,772.1,89,2,6.7,10,11,5,Rain
8.9,747.5,760.3,86,3,6.1,8.9,14,6.7,Rain
6.1,755.5,768.4,89,2,6.1,7.2,0.2,4.4,Rain
7.8,757.6,770.5,93,0,7.2,8.3,3.2,6.7,Rain
7.8,753,765.8,89,2,6.1,7.8,2.4,6.1,Rain
6.1,752,764.9,86,0,1.7,8.3,3.2,3.9,Rain
10,759.1,771.9,86,4,6.7,10,16,7.8,Rain
8.9,757.3,770.1,86,0,5,9.4,2.4,6.7,Rain
7.2,752.2,765.1,83,0,6.1,11.7,16,4.4,Rain
5,753,765.9,79,3,4.4,12.2,16,1.7,Rain
12.2,753,765.8,62,4,5.6,14.4,16,5,Rain
13.9,748,760.6,60,9,8.9,13.9,16,6.1,Rain
10,754,766.9,83,0,9.4,12.2,16,7.2,Rain
11.1,753,765.7,77,6,9.4,13.3,16,7.2,Rain
9.4,748.3,760.9,83,7,9.4,13.9,16,6.7,Rain
12.8,743,755.5,90,3,12.2,13.9,16,11.1,Rain
13.3,748.3,761,87,5,10.6,13.9,11,11.1,Rain
13.3,750,762.7,75,5,10.6,13.3,16,8.9,Rain
10.6,746.8,759.5,86,3,10.6,17.8,16,8.3,Rain
16.1,753.3,766,84,0,15,16.7,16,13.3,Rain
20.6,754.8,767.5,81,2,16.7,21.1,16,17.2,Rain
17.2,752.5,765.1,54,6,12.2,17.2,16,7.8,Rain
12.2,751.8,764.3,83,2,12.2,22.8,14,9.4,Rain
15.6,746.8,759.3,62,8,10,16.1,16,8.3,Rain
14.4,750,762.8,67,4,11.7,14.4,16,8.3,Rain
10.6,754.6,767.4,71,6,10.6,14.4,16,5.6,Rain
6.1,749.5,762.4,89,4,5.6,8.3,11,4.4,Rain
11.1,743,755.6,89,2,10,11.7,12,9.4,Rain
10,752.8,765.4,93,2,10,11.7,16,8.9,Rain
10,754.3,767.1,89,6,10,12.8,16,8.3,Rain
11.1,758,770.8,89,4,6.7,11.7,16,9.4,Rain
11.1,756.5,769.5,89,4,6.7,11.1,11,9.4,Rain
4.4,746,758.7,77,10,4.4,7.8,16,0.6,Rain
5,750.3,763.1,89,5,3.9,7.8,14,3.3,Rain
7.2,758.5,771.6,93,3,7.2,8.3,4.8,6.1,Rain
7.2,758.5,771.7,93,4,7.2,8.3,4.8,6.1,Rain
7.8,745,757.6,71,3,6.7,8.9,16,2.8,Rain
7.8,745,757.7,71,4,6.7,8.9,16,2.8,Rain
6.7,757.3,770.2,85,3,3.9,6.7,16,4.4,Rain
6.7,757.2,770.2,85,2,3.9,6.7,16,4.4,Rain
7.2,759.1,771.9,93,2,7.2,9.4,4.8,6.1,Rain
7.2,759,771.8,93,1,7.2,9.4,4.8,6.1,Rain
8.9,759,771.9,93,3,6.7,8.9,16,7.8,Rain
8.9,759.1,772,93,3,6.7,8.9,16,7.8,Rain
7.2,756.4,769.4,93,2,5,7.2,14,6.1,Rain
7.2,756.5,769.5,93,2,5,7.2,14,6.1,Rain
3.9,749.7,762.5,89,4,3.9,5.6,16,2.2,Rain
3.9,749.8,762.6,89,5,3.9,5.6,16,2.2,Rain
4.4,749.7,762.4,89,5,4.4,5,16,2.8,Rain
4.4,749.8,762.5,89,6,4.4,5,16,2.8,Rain
5,754.2,767.2,89,3,3.9,5.6,16,3.3,Rain
7.8,752.2,765.1,89,7,1.7,7.8,16,6.1,Rain
0.6,756.8,770,89,0,0,0.6,1.6,-1.1,Rain
7.8,752.5,765.2,89,7,7.2,10,9,6.1,Rain
18.9,747.7,760.2,70,6,13.3,20,16,13.3,Rain
6.1,741,753.6,89,6,5.6,7.2,11,4.4,Rain
7.8,739.5,752.2,83,4,7.2,8.9,16,5,Rain
10,743,755.7,71,8,8.3,12.8,16,5,Rain
9.4,749.2,762,83,5,8.6,15.2,16,6.7,Rain
1.1,745.5,758.2,97,5,1.1,10,3.2,0.6,Rain
5.6,743.2,756,85,6,5.6,8.9,16,3.3,Rain
9.4,740.8,753.4,83,7,7.2,9.4,16,6.7,Rain
15.6,749,761.6,90,3,14.4,17.8,16,13.9,Rain
8.9,741,753.6,74,7,7.2,9.4,16,4.4,Rain
10.6,750,762.7,83,5,8.3,10.6,16,7.8,Rain
8.3,754.6,767.5,86,3,7.2,10,16,6.1,Rain
7.2,756.1,769,93,6,6.7,9.4,16,6.1,Rain
7.2,756.1,768.9,97,3,7.2,11.7,16,6.7,Rain
3.9,737.2,762,89,5,2.2,6.7,16,2.2,Rain
6.1,736.7,749.4,89,6,5,6.1,11,4.4,Rain
7.8,739.5,751.9,86,4,3.3,12.2,16,5.6,Rain
2.8,742.7,755.5,52,6,0,6.7,16,-6.1,Rain
7.2,761,774.2,97,2,8.6,8.3,3.2,6.7,Rain
7.2,739.5,752.1,90,3,5,8.9,16,5.6,Rain
2.8,740.5,753.1,86,3,1.1,5.6,16,0.6,Rain
3.9,742,754.9,96,3,2.8,5,4,3.3,Rain
4.4,747.5,760.5,93,5,4.4,5.6,16,3.3,Rain
-0.6,748,761,85,5,-1.1,2.2,1.2,-2.8,Rain
6.1,749.5,762.3,89,5,6.1,8.9,16,4.4,Rain
8.3,746.5,759.3,97,2,6.1,11.7,16,7.8,Rain
17.8,754.6,767.3,70,0,12.2,17.8,16,12.2,Rain
13.3,753,765.7,75,3,10,13.9,16,8.9,Rain
12.2,749.2,761.8,93,4,10.6,13.3,16,11.1,Rain
10.6,750.5,763.1,83,4,10.6,13.3,16,7.8,Rain
12.2,746,758.8,72,5,11.7,14.4,16,7.2,Rain
14.4,744.5,757.2,72,6,10,15,16,9.4,Rain
13.9,733.7,746,74,2,10.6,15.6,16,9.4,Rain
12.8,751.5,764.2,87,0,11.7,15.6,16,10.6,Rain
11.1,746,758.6,89,3,11.1,15.6,16,9.4,Rain
16.1,756.5,769.2,75,4,13.9,16.7,16,11.7,Rain
18.9,748.3,760.9,65,4,13.9,20.6,16,12.2,Rain
15.6,747.3,759.7,96,4,14.4,21.7,14,15,Rain
10,748.8,761.4,93,4,10,17.8,16,8.9,Rain
15,749,761.5,87,6,8.6,23.3,16,12.8,Rain
13.9,751.8,764.4,72,5,9.4,13.9,16,8.9,Rain
10,746.5,759.1,89,2,9.4,17.2,16,8.3,Rain
9.4,752.5,765.3,86,4,8.3,13.9,4.8,7.2,Rain
6.7,752.2,765.1,83,8,6.7,10.6,16,3.9,Rain
4.4,751.5,764.3,89,8,4.4,6.7,16,2.8,Rain
8.9,744,756.8,71,5,5.6,8.9,16,3.9,Rain
14.4,730.5,742.9,65,5,8.3,17.2,16,7.8,Rain
9.4,748,760.6,86,5,9.4,12.8,16,7.2,Rain
8.3,748.5,761.4,80,5,6.1,9.4,16,5,Rain
7.8,746.5,759.3,83,4,6.7,8.9,16,5,Rain
5,749.5,762.5,86,2,1.7,5,11,2.8,Rain
4.4,752.8,765.7,86,2,1.7,5,14,2.2,Rain
3.3,752.8,765.8,93,2,1.7,3.3,14,2.2,Rain
7.2,749,761.9,80,7,2.2,7.8,16,3.9,Rain
8.9,745.8,758.5,93,2,8.3,10,4,7.8,Rain
14.4,749.8,762.4,93,2,12.8,15,9,13.3,Rain
16.7,745.5,758,90,2,16.7,19.4,9,15,Rain
14.4,746,758.5,81,2,10.6,18.3,16,11.1,Rain
14.4,748.3,760.9,78,4,12.2,15.6,16,10.6,Rain
10,754,766.9,86,3,9.4,16.1,16,7.8,Rain
6.1,744,756.8,82,7,6.1,12.2,16,3.3,Rain
10,752.5,765.4,80,7,9.4,21.7,16,6.7,Rain
11.1,753.3,766.1,77,4,5,13.3,16,7.2,Rain
12.2,753,765.7,87,5,8.9,13.9,16,10,Rain
8.9,746.8,759.5,93,2,8.9,13.3,16,7.8,Rain
7.8,752,764.9,96,0,7.2,7.8,0.4,7.2,Rain
5.6,754,767,79,0,4.4,6.7,16,2.2,Rain
4.4,748,760.9,93,3,3.9,5.6,16,3.3,Rain
11.7,752.2,765,89,4,6.1,12.2,6,10,Rain
14.4,747,759.6,75,5,10,16.1,16,10,Rain
10,750.5,763.2,71,5,8.9,14.4,16,5,Rain
11.1,753.8,766.5,89,5,7.8,11.7,16,9.4,Rain
7.2,748.8,761.5,77,2,6.1,8.3,16,3.3,Rain
14.4,752.2,765,87,3,10.6,15,6,12.2,Rain
13.3,751.8,764.5,87,4,11.1,13.9,16,11.1,Rain
11.7,746,758.7,80,2,10,12.8,16,8.3,Rain
11.7,751,763.9,77,4,9.4,12.8,16,7.8,Rain
12.2,745.8,758.4,87,4,12.2,16.1,16,10,Rain
15,743.5,756,67,4,11.7,16.7,16,8.9,Rain
15,750.3,762.8,90,5,13.9,18.3,16,13.3,Rain
15,743.5,755.8,90,0,15,22.8,16,13.3,Rain
14.4,744,756.5,87,2,13.9,21.1,16,12.2,Rain
10,751,763.8,93,3,10,17.8,6,8.9,Rain
7.8,750,762.8,93,5,7.8,11.7,16,6.7,Rain
9.4,747.3,760,77,5,6.1,12.2,16,5.6,Rain
5.6,739.7,752.5,89,3,5.6,13.9,16,3.9,Rain
3.3,754.3,767.3,89,4,2.8,5,11,1.7,Rain
8.3,749.8,762.7,86,3,5,8.3,8,6.1,Rain
3.9,758.3,771.4,82,0,3.3,8.9,16,1.1,Rain
6.7,752,764.8,85,3,5,8.3,11,4.4,Rain
8.3,758.8,771.8,90,5,8.3,9.4,0.8,6.7,Rain
2.8,752.8,765.7,67,9,1.1,7.8,16,-2.8,Rain
10.6,754,766.9,80,4,7.2,11.1,6,7.2,Rain
7.2,758,770.9,83,2,7.2,9.4,16,4.4,Rain
10,747,759.7,86,4,9.4,11.7,16,7.8,Rain
9.4,754.6,767.4,83,0,8.9,11.7,9,6.7,Rain
11.1,752.8,765.7,83,2,10,11.7,16,8.3,Rain
11.1,751.5,764.3,89,0,8.3,12.2,16,9.4,Rain
12.2,739.3,751.6,80,7,11.7,13.3,16,8.9,Rain
13.3,745.5,757.9,84,6,12.8,17.2,11,10.6,Rain
13.3,742.5,754.9,87,5,13.3,21.1,9,11.1,Rain
20.6,752,764.7,73,5,16.1,21.7,16,15.6,Rain
16.7,749,761.5,90,2,16.7,27.8,16,15,Rain
17.8,749.2,761.8,75,2,16.1,20,16,13.3,Rain
20.6,749.8,762.4,81,2,17.2,21.1,16,17.2,Rain
18.3,748.8,761.3,87,2,15,23.3,16,16.1,Rain
16.7,751.3,763.9,86,2,16.7,22.2,16,14.4,Rain
15.6,747,759.4,84,2,15,23.3,16,12.8,Rain
12.2,750.7,763.5,87,3,9.4,13.3,11,10,Rain
17.8,752.5,765.1,73,4,15,20,16,12.8,Rain
9.4,743,755.6,66,8,6.7,11.1,16,3.3,Rain
8.9,747,759.7,71,4,2.2,12.8,11,3.9,Rain
12.2,752.5,765.1,83,5,8.9,12.8,11,9.4,Rain
7.2,760.8,773.7,83,2,3.9,7.8,14,4.4,Rain
11.1,751.5,764.3,83,6,10.6,13.9,16,8.3,Rain
6.1,755.5,768.6,80,6,5.6,8.9,16,2.8,Rain
7.8,759.5,772.4,93,3,6.1,7.8,11,6.7,Rain
7.8,757.5,770.5,96,2,7.2,9.4,1.2,7.2,Rain
7.8,757.6,770.5,96,3,7.2,9.4,1.2,7.2,Rain
5.6,751.4,764.4,85,6,2.2,5.6,16,3.3,Rain
5.6,751.5,764.5,85,6,2.2,5.6,16,3.3,Rain
10.6,743.7,756.2,79,7,7.2,11.7,16,7.2,Rain
9.4,749.7,762.6,80,12,4.4,10,16,6.1,Rain
8.9,746.2,759.1,89,9,5,8.9,6,7.2,Rain
5.6,750.2,763.1,82,3,2.8,7.2,16,2.8,Rain
0,754.6,767.5,92,3,-0.6,15.2,1.6,-1.1,Rain
3.3,755.8,768.8,89,4,0.6,4.4,9,1.7,Rain
3.3,754.8,767.8,97,4,2.8,5,3.2,2.8,Rain
5.6,745.5,758.1,89,6,5.6,11.7,16,3.9,Rain
8.3,746,758.8,90,3,6.1,10,16,6.7,Rain
8.3,751,763.7,90,5,7.8,8.9,4.8,6.7,Rain
18.9,749.2,761.9,54,7,14.4,19.4,16,9.4,Rain
12.8,745.5,757.9,87,3,12.8,17.8,16,10.6,Rain
12.8,753.5,766.2,93,2,10.6,17.2,16,11.7,Rain
15.6,745.8,758.4,53,4,10.6,17.2,16,6.1,Rain
8.9,747.3,759.8,89,4,7.8,11.1,14,7.2,Rain
7.8,748.3,760.9,89,5,7.8,12.2,16,6.1,Rain
10,749.5,762.2,71,5,6.1,12.2,16,5,Rain
12.2,747,759.6,93,5,11.7,16.1,16,11.1,Rain
12.2,751.8,764.6,55,0,6.7,13.3,16,3.3,Rain
7.2,743.5,756.1,93,3,7.2,11.7,16,6.1,Rain
11.1,746.8,759.4,83,3,10.6,15.6,16,8.3,Rain
8.9,747,759.7,80,6,6.1,12.2,9,5.6,Rain
7.2,756.5,769.3,74,2,5.6,11.7,16,2.8,Rain
8.3,755.5,768.4,90,3,7.2,11.1,16,6.7,Rain
8.9,755.3,768.1,86,4,7.2,8.9,16,6.7,Rain
9.4,743,755.6,86,2,7.8,13.3,16,7.2,Rain
4.4,752.2,765.2,100,3,2.8,4.4,0.1,4.4,Rain
5.6,748.5,761.4,92,6,1.7,5.6,16,4.4,Rain
4.4,741.5,754.3,83,8,2.2,5,14.6,1.7,Rain
4.4,741.5,754.3,83,8,2.2,5,16,1.7,Rain
8.3,746.8,759.5,83,2,2.2,12.2,16,5.6,Rain
1.1,741.7,754.4,97,5,1.1,5.6,3.2,0.6,Rain
8.9,732.2,744.8,86,5,7.2,11.7,6,6.7,Rain
2.2,741,753.7,97,5,2.2,2.8,4.8,1.7,Rain
8.9,752,764.9,80,6,3.9,8.9,16,5.6,Rain
6.1,751.5,764.4,82,7,8.6,6.7,16,3.3,Rain
6.1,751.5,764.4,82,7,4.4,6.7,16,3.3,Rain
5,748.3,761,89,7,3.3,5.6,16,3.3,Rain
5.6,745.5,758.5,85,7,1.7,6.7,12,3.3,Rain
0.6,749,761.9,82,6,-1.1,3.3,11,-2.2,Rain
8.3,752.8,765.7,93,3,6.1,9.4,4,7.2,Rain
9.4,735,747.6,90,2,8.6,10.6,16,7.8,Rain
10,739.3,751.9,80,4,7.8,11.1,16,6.7,Rain
7.8,751,763.8,86,5,6.7,8.9,16,5.6,Rain
7.8,747.7,760.6,86,7,7.8,10.6,16,5.6,Rain
11.7,751.5,764.3,83,3,8.6,11.7,16,8.9,Rain
11.7,748.8,761.6,80,2,8.9,12.2,16,8.3,Rain
11.7,749.5,762.4,80,8,8.9,12.2,16,8.3,Rain
11.7,754,766.8,89,6,10.6,13.3,16,10,Rain
11.1,741,753.5,86,5,10,11.7,9,8.9,Rain
11.1,749,761.7,89,0,10.6,18.3,16,9.4,Rain
12.8,749.5,762.2,83,9,11.7,12.8,16,10,Rain
13.9,747.3,759.9,78,2,11.1,13.9,16,10,Rain
15.6,749.2,762.1,58,6,11.7,17.2,16,7.2,Rain
15,749.8,762.2,90,2,14.4,18.9,9,13.3,Rain
15,748.8,761.5,87,5,12.8,15,16,12.8,Rain
17.2,750,762.7,78,6,12.2,17.8,16,13.3,Rain
13.9,752.8,765.5,90,3,11.1,20.6,14,12.2,Rain
7.8,753.5,766.4,89,2,7.8,11.7,16,6.1,Rain
11.1,749.5,762.2,89,4,7.8,20,8,9.4,Rain
6.7,747,759.7,89,5,6.7,12.8,16,5,Rain
8.3,734.5,747,71,11,4.4,12.2,16,3.3,Rain
10,740,752.6,71,4,8.6,15.2,16,5,Rain
10,734.7,747.1,77,6,9.4,17.8,16,6.1,Rain
12.8,741,753.6,87,3,9.4,13.3,16,10.6,Rain
10.6,743.2,755.9,77,2,6.7,11.7,16,6.7,Rain
6.1,754.8,767.8,82,4,4.4,15.2,16,3.3,Rain
12.8,752.8,765.6,74,6,8.3,13.3,16,8.3,Rain
9.4,756.1,769,74,8,2.2,9.4,16,5,Rain
3.9,756.5,769.3,89,4,3.9,10,16,2.2,Rain
7.2,731.7,744.1,93,3,7.2,17.2,16,6.1,Rain
10.6,753.3,766,92,6,7.2,11.7,4.8,9.4,Rain
8.3,759.5,772.5,83,2,5.6,8.3,16,5.6,Rain
3.3,746.8,759.5,93,5,3.3,9.4,16,2.2,Rain
8.9,744,756.7,71,6,6.1,9.4,16,3.9,Rain
12.2,755.8,768.7,87,2,8.9,13.3,16,10,Rain
10.6,745,757.7,83,6,5.6,11.1,16,7.8,Rain
6.7,742.5,755.2,76,4,5.6,8.3,16,2.8,Rain
8.9,748.8,761.5,68,5,3.9,8.9,12,3.3,Rain
5.6,752.2,765.1,79,4,4.4,8.3,16,2.2,Rain
6.7,753.8,766.7,89,2,2.2,8.3,16,5,Rain
3.9,753,766,79,2,1.7,5,16,0.6,Rain
5.6,739.3,752.1,92,0,2.2,6.7,4.8,4.4,Rain
3.9,739,751.6,96,2,2.2,3.9,11,3.3,Rain
2.8,741.7,754.6,93,4,1.7,3.3,2,1.7,Rain
6.1,743.8,756.4,82,6,6.1,7.8,16,3.3,Rain
6.1,742,754.6,82,7,3.9,7.8,16,3.3,Rain
6.7,739,751.6,79,8,6.1,8.3,16,3.3,Rain
7.8,749.2,762.1,71,4,6.7,10,16,2.8,Rain
7.2,746.8,759.7,93,4,2.2,7.2,16,6.1,Rain
10.6,744.7,757.3,77,2,8.3,11.1,16,6.7,Rain
10.6,754.8,767.7,77,4,7.2,11.7,16,6.7,Rain
11.7,746.8,759.3,83,8,11.1,15.2,16,8.9,Rain
13.9,750.5,763.2,93,3,13.3,14.4,4.8,12.8,Rain
12.2,752,764.7,83,3,12.2,20.6,16,9.4,Rain
16.1,746.2,758.9,90,6,15,17.2,16,14.4,Rain
7.8,755,767.8,86,2,7.2,15.2,16,5.6,Rain
6.1,747.7,760.3,86,4,6.1,12.2,16,3.9,Rain
7.8,746,758.7,83,3,6.7,9.4,16,5,Rain
12.2,757.6,770.4,93,4,7.2,14.4,16,11.1,Rain
12.2,755.3,767.9,80,3,7.2,12.2,16,8.9,Rain
7.2,748.8,761.5,93,3,5.6,8.9,6,6.1,Rain
11.7,748.5,761.3,72,2,6.1,11.7,16,6.7,Rain
10,754.6,767.4,89,2,9.4,12.8,16,8.3,Rain
9.4,748.5,761.2,90,4,9.4,12.2,16,7.8,Rain
9.4,752.5,765.2,90,2,7.2,10,16,7.8,Rain
8.3,750.5,763.4,93,6,4.4,8.3,12,7.2,Rain
12.2,757.6,770.5,93,5,10.6,12.2,11,11.1,Rain
8.3,753.3,766.2,93,2,6.7,8.3,3.2,7.2,Rain
3.9,753.5,766.5,89,3,3.9,7.2,16,2.2,Rain
10.6,738,750.4,71,6,10.6,14.4,16,5.6,Rain
14.4,744,756.6,84,7,10,16.1,11,11.7,Rain
10.6,748.8,761.6,86,2,8.9,14.4,9,8.3,Rain
11.1,746.8,759.4,66,3,6.7,11.1,16,5,Rain
8.9,748.8,761.7,80,0,6.1,9.4,12,5.6,Rain
11.7,753.8,766.6,93,2,8.3,11.7,14,10.6,Rain
10,752.2,765.1,93,5,4.4,10,8,8.9,Rain
11.7,753,765.7,93,4,10,11.7,11,10.6,Rain
16.7,731.7,744.2,62,9,8.9,16.7,16,9.4,Rain
13.9,736,748.4,81,2,8.3,15,16,10.6,Rain
17.8,751.8,764.4,75,4,13.9,17.8,16,13.3,Rain
17.8,751.5,763.9,87,2,8.6,20,16,15.6,Rain
13.3,748,760.5,97,5,13.3,21.1,16,12.8,Rain
10.6,753,765.5,80,2,10,25.6,16,7.2,Rain
17.2,747.7,760.3,45,4,8.9,17.8,16,5,Rain
12.8,748.5,761.1,93,5,11.1,12.8,16,11.7,Rain
13.9,750.3,763,83,2,10.6,15,16,11.1,Rain
11.7,748.5,761.2,74,4,8.9,13.3,16,7.2,Rain
12.8,746.8,759.4,77,6,8.9,14.4,16,8.9,Rain
10,747.3,759.9,93,4,10,11.1,16,8.9,Rain
8.3,747.5,760.3,83,5,6.1,10,16,5.6,Rain
13.9,739,751.5,87,4,10.6,15.6,16,11.7,Rain
13.9,743.8,756.3,64,6,8.9,14.4,16,7.2,Rain
5,751,764,86,4,3.3,5,16,2.8,Rain
6.1,748.3,761.1,89,3,5,8.3,16,4.4,Rain
6.1,748.5,761.3,76,7,3.9,7.2,16,2.2,Rain
10,750.5,763.4,74,9,8.3,10,16,5.6,Rain
7.2,744.7,757.5,90,2,0.6,7.8,4.8,5.6,Rain
5.6,752.5,765.4,89,3,1.1,5.6,11,3.9,Rain
9.4,747.5,760.3,86,4,7.2,10,16,7.2,Rain
10,733.2,745.6,83,11,6.7,10,16,7.2,Rain
8.3,750.7,763.6,83,3,7.2,10.6,11,5.6,Rain
9.4,748.5,761.4,86,3,8.3,10,4.8,7.2,Rain
11.1,752.5,765.4,89,0,11.1,14.4,4,9.4,Rain
9.4,756.5,769.4,90,3,9.4,12.8,3.2,7.8,Rain
12.2,751.8,764.5,72,2,10,12.8,16,7.2,Rain
13.3,751.8,764.5,62,6,9.4,14.4,16,6.1,Rain
14.4,748.3,760.8,84,7,12.8,16.1,16,11.7,Rain
14.4,747.5,760.2,81,4,12.8,15,16,11.1,Rain
14.4,743.5,756.1,81,6,13.3,16.1,16,11.1,Rain
15.6,740.5,752.8,67,7,13.3,15.6,16,9.4,Rain
17.2,749.2,761.8,87,3,15.6,18.9,8,15,Rain
20,747.5,760,81,2,18.9,22.2,16,16.7,Rain
18.9,746.2,758.7,65,3,17.2,26.7,16,12.2,Rain
20,749.5,762.1,87,2,17.2,20,4.8,17.8,Rain
20,750.7,763.3,70,4,15,22.2,16,14.4,Rain
14.4,742.5,754.8,87,3,14.4,21.1,16,12.2,Rain
14.4,743.5,756.1,78,4,11.7,14.4,14,10.6,Rain
13.3,749.8,762.4,84,2,10.6,13.3,16,10.6,Rain
7.8,749,761.8,86,2,6.7,11.1,16,5.6,Rain
13.3,750.5,763.2,90,3,13.3,21.7,16,11.7,Rain
11.7,756.3,769.2,55,3,7.2,12.2,16,2.8,Rain
11.1,753.3,766,86,5,8.9,12.8,8,8.9,Rain
8.9,754.6,767.5,89,3,6.7,10,9,7.2,Rain
5.6,750.3,763.1,82,0,1.1,6.7,16,2.8,Rain
7.2,763.6,776.5,83,3,6.1,7.2,11,4.4,Rain
7.2,763.5,776.4,82,3,6.1,7.2,11,4.4,Rain
6.7,747.2,760,70,8,6.1,10.6,16,1.7,Rain
6.7,747.3,760,71,8,6.1,10.6,16,1.7,Rain
9.4,757.2,770.2,83,5,7.2,9.4,16,6.7,Rain
9.4,757.3,770.2,83,5,7.2,9.4,16,6.7,Rain
7.8,758.2,771.3,89,4,6.7,8.3,12,6.1,Rain
7.8,758.3,771.4,89,5,6.7,8.3,12,6.1,Rain
7.8,757.7,770.6,93,3,5,7.8,4.8,6.7,Rain
7.8,757.8,770.7,93,3,5,7.8,4.8,6.7,Rain
6.1,750.3,763.3,89,4,3.9,6.1,16,4.4,Rain
6.1,750.2,763.2,89,4,3.9,6.1,16,4.4,Rain
6.7,757.5,770.4,89,5,3.3,6.7,16,5,Rain
4.4,757.6,770.5,93,4,4.4,8.3,16,3.3,Rain
6.1,753.8,766.8,93,6,5.6,7.2,8,5,Rain
6.1,756.3,769.2,93,4,3.9,6.7,8,5,Rain
5,756.1,768.9,96,3,8.6,6.1,4.8,4.4,Rain
5,749,761.8,96,5,5,6.7,11,4.4,Rain
6.1,747.3,760,93,2,5,7.2,6,5,Rain
7.2,748.8,761.6,93,5,5.6,8.9,16,6.1,Rain
8.3,741.5,754,83,8,7.8,14.4,16,5.6,Rain
8.9,738.2,750.7,86,3,5.6,11.7,16,6.7,Rain
8.3,741.7,754.3,93,3,8.3,12.2,9,7.2,Rain
8.9,741.5,754.2,80,10,8.9,11.7,9,5.6,Rain
8.3,743,755.7,71,2,7.2,10,16,3.3,Rain
8.3,744,756.7,66,8,7.8,12.2,8,2.2,Rain
7.8,746,758.8,86,3,7.8,11.7,11,5.6,Rain
11.7,749.5,762.3,93,10,10,12.8,16,10.6,Rain
8.9,751,763.9,83,2,6.1,13.9,6,6.1,Rain
10.6,742.3,754.9,86,6,10.6,13.3,16,8.3,Rain
11.1,743.8,756.4,97,5,11.1,17.8,11,10.6,Rain
13.9,746.8,759.3,96,3,13.9,22.2,16,13.3,Rain
13.9,747,759.7,96,3,11.1,21.1,6,13.3,Rain
10,743.5,756.2,68,4,7.8,12.2,16,4.4,Rain
12.2,746.2,758.8,90,0,11.7,21.7,16,10.6,Rain
12.8,754.6,767.3,93,3,6.1,15.6,16,11.7,Rain
8.9,758.3,771.2,77,4,8.3,13.3,16,5,Rain
14.4,747.7,760.3,72,7,10.6,17.2,16,9.4,Rain
6.7,752.5,765.4,96,2,6.7,13.3,16,6.1,Rain
12.8,751.3,764.1,74,4,8.3,12.8,16,8.3,Rain
13.3,750.3,763,65,4,8.9,15.6,16,6.7,Rain
9.4,747,759.6,93,3,8.9,15.2,16,8.3,Rain
9.4,752.2,765,71,9,6.7,11.7,16,4.4,Rain
8.9,729.4,741.9,96,2,8.3,15.6,16,8.3,Rain
10,747.5,760,89,0,8.9,16.1,16,8.3,Rain
7.2,755,768,86,4,6.7,11.7,16,5,Rain
9.4,754.3,767.1,83,5,6.7,11.7,16,6.7,Rain
7.2,745.3,758,86,3,6.1,7.8,16,5,Rain
12.2,742,754.7,64,2,7.8,12.2,16,5.6,Rain
7.8,743.5,756.1,86,2,7.8,12.2,12,5.6,Rain
12.2,740,752.6,90,7,6.7,12.2,16,10.6,Rain
10,748.5,761.3,100,3,8.9,12.2,6,10,Rain
3.9,752.5,765.5,100,3,2.8,6.1,1.2,3.9,Rain
3.3,752.5,765.5,97,3,2.8,5.6,16,2.8,Rain
2.8,753.5,766.3,93,5,2.8,6.1,9,1.7,Rain
6.1,754,767,89,5,5.6,7.8,16,4.4,Rain
1.7,743.8,756.7,93,2,0.6,4.4,16,0.6,Rain
4.4,742.3,755,93,3,1.7,5,6,3.3,Rain
2.8,742,754.7,93,5,1.7,5,14,1.7,Rain
6.1,746,758.8,97,4,5,7.2,11,5.6,Rain
6.7,735,747.7,93,3,6.1,6.7,16,5.6,Rain
6.1,735.5,748.1,93,3,5.6,6.7,8,5,Rain
9.4,736.3,748.8,90,5,8.9,11.7,16,7.8,Rain
2.2,739,751.8,70,5,1.1,3.3,16,-2.8,Rain
7.2,737,749.5,83,3,4.4,9.4,16,4.4,Rain
8.3,737.2,749.8,80,5,6.1,10,16,5,Rain
